id,longitude,latitude,start_date,end_date,label
46,-48.5763989887631,-16.2819645246663,2017-08-29,2018-08-29,Pasture
47,-48.0374098182914,-16.2819645246663,2017-08-29,2018-08-29,Pasture
48,-51.1365975485038,-16.2370487604604,2017-08-29,2018-08-29,Pasture
49,-51.0916817842978,-16.2370487604604,2017-08-29,2018-08-29,Pasture
50,-51.0018502558858,-16.2370487604604,2017-08-29,2018-08-29,Pasture
51,-50.9569344916799,-16.2370487604604,2017-08-29,2018-08-29,Pasture
52,-50.9120187274739,-16.2370487604604,2017-08-29,2018-08-29,Pasture
53,-50.8671029632679,-16.2370487604604,2017-08-29,2018-08-29,Pasture
54,-50.8221871990619,-16.2370487604604,2017-08-29,2018-08-29,Pasture
55,-50.777271434856,-16.2370487604604,2017-08-29,2018-08-29,Pasture
56,-50.73235567065,-16.2370487604604,2017-08-29,2018-08-29,Pasture
57,-50.642524142238,-16.2370487604604,2017-08-29,2018-08-29,Pasture
58,-50.5526926138261,-16.2370487604604,2017-08-29,2018-08-29,Pasture
59,-50.5077768496201,-16.2370487604604,2017-08-29,2018-08-29,Pasture
60,-50.4179453212081,-16.2370487604604,2017-08-29,2018-08-29,Pasture
61,-50.3281137927962,-16.2370487604604,2017-08-29,2018-08-29,Pasture
62,-50.2831980285902,-16.2370487604604,2017-08-29,2018-08-29,Pasture
63,-50.2382822643842,-16.2370487604604,2017-08-29,2018-08-29,Pasture
64,-50.1933665001783,-16.2370487604604,2017-08-29,2018-08-29,Pasture
65,-50.1035349717663,-16.2370487604604,2017-08-29,2018-08-29,Pasture
66,-50.0137034433544,-16.2370487604604,2017-08-29,2018-08-29,Pasture
67,-49.8789561507364,-16.2370487604604,2017-08-29,2018-08-29,Pasture
68,-49.8340403865305,-16.2370487604604,2017-08-29,2018-08-29,Pasture
69,-49.7891246223245,-16.2370487604604,2017-08-29,2018-08-29,Pasture
70,-49.7442088581185,-16.2370487604604,2017-08-29,2018-08-29,Pasture
71,-49.6992930939125,-16.2370487604604,2017-08-29,2018-08-29,Pasture
72,-49.6543773297065,-16.2370487604604,2017-08-29,2018-08-29,Pasture
73,-49.6094615655006,-16.2370487604604,2017-08-29,2018-08-29,Pasture
74,-49.5645458012946,-16.2370487604604,2017-08-29,2018-08-29,Pasture
75,-49.5196300370886,-16.2370487604604,2017-08-29,2018-08-29,Pasture
76,-49.3848827444707,-16.2370487604604,2017-08-29,2018-08-29,Pasture
77,-49.2950512160587,-16.2370487604604,2017-08-29,2018-08-29,Pasture
78,-49.2501354518528,-16.2370487604604,2017-08-29,2018-08-29,Pasture
79,-48.3069044035273,-16.2370487604604,2017-08-29,2018-08-29,Pasture
80,-48.0823255824974,-16.2370487604604,2017-08-29,2018-08-29,Pasture
81,-47.9924940540854,-16.2370487604604,2017-08-29,2018-08-29,Pasture
82,-46.7348526563181,-16.2819645246663,2017-08-29,2018-08-29,Pasture
83,-46.6899368921121,-16.2819645246663,2017-08-29,2018-08-29,Pasture
84,-45.2975482017269,-16.2819645246663,2017-08-29,2018-08-29,Pasture
85,-45.072969380697,-16.2819645246663,2017-08-29,2018-08-29,Pasture
86,-45.028053616491,-16.2819645246663,2017-08-29,2018-08-29,Pasture
87,-44.9382220880791,-16.2819645246663,2017-08-29,2018-08-29,Pasture
88,-47.3187575909958,-16.2370487604604,2017-08-29,2018-08-29,Pasture
89,-47.004347241554,-16.2370487604604,2017-08-29,2018-08-29,Pasture
90,-46.82468418473,-16.2370487604604,2017-08-29,2018-08-29,Pasture
91,-46.7348526563181,-16.2370487604604,2017-08-29,2018-08-29,Pasture
92,-44.7585590312552,-16.2819645246663,2017-08-29,2018-08-29,Pasture
93,-44.5788959744313,-16.2819645246663,2017-08-29,2018-08-29,Pasture
94,-44.0848225681655,-16.2819645246663,2017-08-29,2018-08-29,Pasture
95,-43.6356649261058,-16.2819645246663,2017-08-29,2018-08-29,Pasture
96,-43.5009176334878,-16.2819645246663,2017-08-29,2018-08-29,Pasture
97,-43.4560018692819,-16.2819645246663,2017-08-29,2018-08-29,Pasture
98,-55.7629212617193,-15.024323126899,2017-08-29,2018-08-29,Water
99,-55.6281739691014,-15.024323126899,2017-08-29,2018-08-29,Water
100,-55.5832582048954,-15.024323126899,2017-08-29,2018-08-29,Water
101,-55.7180054975133,-14.979407362693,2017-08-29,2018-08-29,Water
102,-55.6730897333073,-14.979407362693,2017-08-29,2018-08-29,Water
103,-55.6281739691014,-14.979407362693,2017-08-29,2018-08-29,Water
104,-55.7629212617193,-14.934491598487,2017-08-29,2018-08-29,Water
105,-55.7629212617193,-14.8895758342811,2017-08-29,2018-08-29,Water
106,-55.7180054975133,-14.8446600700751,2017-08-29,2018-08-29,Water
107,-55.6730897333073,-14.8446600700751,2017-08-29,2018-08-29,Water
108,-55.6281739691014,-14.8446600700751,2017-08-29,2018-08-29,Water
109,-55.5832582048954,-14.8446600700751,2017-08-29,2018-08-29,Water
110,-55.5383424406894,-14.8446600700751,2017-08-29,2018-08-29,Water
111,-55.6281739691014,-14.7997443058691,2017-08-29,2018-08-29,Water
112,-55.7180054975133,-15.069238891105,2017-08-29,2018-08-29,Water
113,-55.4934266764834,-15.069238891105,2017-08-29,2018-08-29,Water
114,-54.8196902133938,-17.2701113371978,2017-08-29,2018-08-29,Water
115,-53.8764591650683,-15.3387334763408,2017-08-29,2018-08-29,Water
116,-53.8764591650683,-15.2938177121349,2017-08-29,2018-08-29,Water
117,-48.2619886393213,-12.5988718597763,2017-08-29,2018-08-29,Water
118,-48.2619886393213,-12.5539560955703,2017-08-29,2018-08-29,Water
119,-48.2170728751153,-12.5090403313643,2017-08-29,2018-08-29,Water
120,-48.1721571109093,-12.5090403313643,2017-08-29,2018-08-29,Water
121,-48.2619886393213,-12.4641245671584,2017-08-29,2018-08-29,Water
122,-48.2170728751153,-12.4641245671584,2017-08-29,2018-08-29,Water
123,-48.2619886393213,-12.4192088029524,2017-08-29,2018-08-29,Water
124,-48.2619886393213,-12.3742930387464,2017-08-29,2018-08-29,Water
125,-48.2170728751153,-12.3293772745404,2017-08-29,2018-08-29,Water
126,-48.3069044035273,-12.2844615103345,2017-08-29,2018-08-29,Water
127,-48.3518201677333,-12.2395457461285,2017-08-29,2018-08-29,Water
128,-48.5314832245571,-12.0149669250986,2017-08-29,2018-08-29,Water
129,-49.0255566308229,-14.6200812490452,2017-08-29,2018-08-29,Water
130,-49.0255566308229,-14.4853339564273,2017-08-29,2018-08-29,Water
131,-49.0255566308229,-14.3505866638094,2017-08-29,2018-08-29,Water
132,-48.2170728751153,-14.3505866638094,2017-08-29,2018-08-29,Water
133,-48.9806408666169,-14.2607551353974,2017-08-29,2018-08-29,Water
134,-48.890809338205,-14.2158393711914,2017-08-29,2018-08-29,Water
135,-48.2619886393213,-14.2158393711914,2017-08-29,2018-08-29,Water
136,-48.6662305171751,-14.1709236069855,2017-08-29,2018-08-29,Water
137,-48.6213147529691,-14.1709236069855,2017-08-29,2018-08-29,Water
138,-48.3069044035273,-14.1709236069855,2017-08-29,2018-08-29,Water
139,-50.8671029632679,-14.1260078427795,2017-08-29,2018-08-29,Water
140,-48.756062045587,-14.1260078427795,2017-08-29,2018-08-29,Water
141,-48.5314832245571,-14.1260078427795,2017-08-29,2018-08-29,Water
142,-48.3069044035273,-14.1260078427795,2017-08-29,2018-08-29,Water
143,-48.2619886393213,-14.1260078427795,2017-08-29,2018-08-29,Water
144,-48.4865674603512,-14.0810920785735,2017-08-29,2018-08-29,Water
145,-48.3518201677333,-14.0810920785735,2017-08-29,2018-08-29,Water
146,-48.3069044035273,-14.0810920785735,2017-08-29,2018-08-29,Water
147,-48.1721571109093,-14.0810920785735,2017-08-29,2018-08-29,Water
148,-48.4865674603512,-14.0361763143675,2017-08-29,2018-08-29,Water
149,-48.4416516961452,-14.0361763143675,2017-08-29,2018-08-29,Water
150,-48.3069044035273,-14.0361763143675,2017-08-29,2018-08-29,Water
151,-48.4416516961452,-13.9912605501615,2017-08-29,2018-08-29,Water
152,-48.3967359319392,-13.9912605501615,2017-08-29,2018-08-29,Water
153,-48.2170728751153,-13.9912605501615,2017-08-29,2018-08-29,Water
154,-48.3518201677333,-13.8565132575436,2017-08-29,2018-08-29,Water
155,-48.0823255824974,-13.5421029081018,2017-08-29,2018-08-29,Water
156,-48.1721571109093,-13.4971871438958,2017-08-29,2018-08-29,Water
157,-48.1721571109093,-13.4522713796898,2017-08-29,2018-08-29,Water
158,-48.3518201677333,-16.3268802888723,2017-08-29,2018-08-29,Water
159,-48.3069044035273,-16.3268802888723,2017-08-29,2018-08-29,Water
160,-48.3069044035273,-16.1921329962544,2017-08-29,2018-08-29,Water
161,-48.5763989887631,-17.8091005076695,2017-08-29,2018-08-29,Water
162,-48.5763989887631,-17.7641847434635,2017-08-29,2018-08-29,Water
163,-46.7797684205241,-12.1047984535106,2017-08-29,2018-08-29,Water
164,-47.8128309972615,-14.8446600700751,2017-08-29,2018-08-29,Water
165,-47.3187575909958,-14.7548285416631,2017-08-29,2018-08-29,Water
166,-47.3187575909958,-14.7099127774572,2017-08-29,2018-08-29,Water
167,-47.2289260625838,-14.5302497206333,2017-08-29,2018-08-29,Water
168,-47.9475782898795,-16.7760379309321,2017-08-29,2018-08-29,Water
169,-47.8577467614675,-15.8328068826066,2017-08-29,2018-08-29,Water
170,-47.8128309972615,-15.7878911184006,2017-08-29,2018-08-29,Water
171,-45.2975482017269,-18.4828369707592,2017-08-29,2018-08-29,Water
172,-47.8128309972615,-18.4379212065532,2017-08-29,2018-08-29,Water
173,-47.7679152330555,-18.4379212065532,2017-08-29,2018-08-29,Water
174,-45.3424639659328,-18.4379212065532,2017-08-29,2018-08-29,Water
175,-45.2975482017269,-18.4379212065532,2017-08-29,2018-08-29,Water
176,-45.2975482017269,-18.3930054423472,2017-08-29,2018-08-29,Water
177,-45.3424639659328,-18.2582581497293,2017-08-29,2018-08-29,Water
178,-45.2526324375209,-18.2582581497293,2017-08-29,2018-08-29,Water
179,-45.2975482017269,-18.2133423855233,2017-08-29,2018-08-29,Water
180,-47.7229994688496,-17.9887635644934,2017-08-29,2018-08-29,Water
181,-47.6780837046436,-17.9887635644934,2017-08-29,2018-08-29,Water
182,-47.6780837046436,-17.9438478002874,2017-08-29,2018-08-29,Water
183,-47.6780837046436,-17.8989320360815,2017-08-29,2018-08-29,Water
184,-47.6780837046436,-17.8540162718755,2017-08-29,2018-08-29,Water
185,-47.6331679404376,-17.8540162718755,2017-08-29,2018-08-29,Water
186,-47.6780837046436,-17.8091005076695,2017-08-29,2018-08-29,Water
187,-47.6331679404376,-17.7641847434635,2017-08-29,2018-08-29,Water
188,-47.2289260625838,-17.0904482803739,2017-08-29,2018-08-29,Water
189,-43.4110861050759,-13.0031137376301,2017-08-29,2018-08-29,Water
190,-43.6356649261058,-16.7760379309321,2017-08-29,2018-08-29,Water
191,-42.6475181135743,-16.7760379309321,2017-08-29,2018-08-29,Water
192,-42.6924338777803,-16.7311221667261,2017-08-29,2018-08-29,Water
193,-42.6026023493683,-16.7311221667261,2017-08-29,2018-08-29,Water
194,-43.231423048252,-15.8328068826066,2017-08-29,2018-08-29,Water
195,-54.370532571334,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
196,-54.460364099746,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
197,-55.0442690344237,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
198,-54.7747744491878,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
199,-54.6400271565699,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
200,-54.5951113923639,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
201,-54.460364099746,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
202,-53.8764591650683,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
203,-53.8315434008623,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
204,-53.7417118724504,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
205,-53.3374699945966,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
206,-53.2027227019787,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
207,-53.1128911735667,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
208,-52.3942389462711,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
209,-53.8315434008623,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
210,-53.7866276366563,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
211,-53.7417118724504,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
212,-53.6518803440384,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
213,-53.5620488156265,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
214,-53.1578069377727,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
215,-53.1128911735667,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
216,-53.7866276366563,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
217,-53.6518803440384,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
218,-53.5620488156265,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
219,-53.5171330514205,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
220,-53.2476384661846,-17.4946901582277,2017-08-29,2018-08-29,Cerrado
221,-48.845893573999,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
222,-48.800977809793,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
223,-48.4865674603512,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
224,-50.4628610854141,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
225,-49.0255566308229,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
226,-47.6780837046436,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
227,-46.6899368921121,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
228,-46.6001053637002,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
229,-46.0611161932285,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
230,-45.7916216079926,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
231,-45.7017900795807,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
232,-45.4772112585508,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
233,-45.2077166733149,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
234,-45.162800909109,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
235,-45.117885144903,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
236,-44.983137852285,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
237,-44.8933063238731,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
238,-47.6780837046436,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
239,-47.4984206478197,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
240,-47.4535048836137,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
241,-46.7797684205241,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
242,-46.6450211279062,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
243,-46.4653580710822,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
244,-46.4204423068763,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
245,-46.1958634858464,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
246,-45.7017900795807,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
247,-45.4322954943448,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
248,-45.162800909109,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
249,-44.4890644460193,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
250,-44.4441486818133,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
251,-44.3543171534014,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
252,-44.2644856249894,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
253,-43.8153279829297,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
254,-43.7704122187237,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
255,-43.7254964545177,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
256,-43.6805806903117,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
257,-43.5458333976938,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
258,-43.3212545766639,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
259,-43.0068442272221,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
260,-42.9170126988101,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
261,-42.4678550567504,-17.6294374508456,2017-08-29,2018-08-29,Cerrado
262,-44.5339802102253,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
263,-44.4890644460193,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
264,-44.3543171534014,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
265,-44.1746540965775,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
266,-44.0848225681655,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
267,-43.9949910397536,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
268,-43.8153279829297,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
269,-43.7254964545177,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
270,-43.5458333976938,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
271,-43.2763388124579,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
272,-43.0068442272221,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
273,-42.9170126988101,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
274,-42.8720969346042,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
275,-42.8271811703982,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
276,-42.7822654061922,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
277,-42.5127708209564,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
278,-42.4678550567504,-17.5845216866396,2017-08-29,2018-08-29,Cerrado
279,-44.2644856249894,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
280,-44.1746540965775,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
281,-44.0399068039595,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
282,-43.8153279829297,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
283,-43.7704122187237,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
284,-43.7254964545177,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
285,-43.4560018692819,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
286,-43.2763388124579,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
287,-42.9619284630161,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
288,-42.8271811703982,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
289,-42.6475181135743,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
290,-42.5127708209564,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
291,-42.3780235283384,-17.5396059224337,2017-08-29,2018-08-29,Cerrado
292,-59.4909296908153,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
293,-59.3112666339914,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
294,-59.0866878129615,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
295,-59.0417720487555,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
296,-58.5476986424898,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
297,-58.0985410004301,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
298,-57.8739621794002,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
299,-57.8290464151942,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
300,-59.4460139266093,-14.0810920785735,2017-08-29,2018-08-29,Cerrado
301,-59.3112666339914,-14.0810920785735,2017-08-29,2018-08-29,Cerrado
302,-59.0417720487555,-14.0810920785735,2017-08-29,2018-08-29,Cerrado
303,-58.9968562845496,-14.0810920785735,2017-08-29,2018-08-29,Cerrado
304,-58.7722774635197,-14.0810920785735,2017-08-29,2018-08-29,Cerrado
305,-58.6824459351077,-14.0810920785735,2017-08-29,2018-08-29,Cerrado
306,-56.391741960603,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
307,-55.1790163270416,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
308,-55.1341005628356,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
309,-55.0442690344237,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
310,-54.9993532702177,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
311,-54.9544375060117,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
312,-54.8196902133938,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
313,-54.7747744491878,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
314,-54.7298586849818,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
315,-54.6849429207759,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
316,-54.6400271565699,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
317,-54.5951113923639,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
318,-54.5501956281579,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
319,-54.505279863952,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
320,-54.370532571334,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
321,-54.0112064576862,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
322,-53.6069645798324,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
323,-53.5620488156265,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
324,-53.5171330514205,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
325,-53.4722172872145,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
326,-53.4273015230085,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
327,-53.2925542303906,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
328,-53.2476384661846,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
329,-53.1128911735667,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
330,-52.1696601252412,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
331,-51.7654182473874,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
332,-51.6306709547695,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
333,-50.597608378032,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
334,-50.0137034433544,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
335,-49.8789561507364,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
336,-49.6094615655006,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
337,-49.5645458012946,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
338,-49.0704723950289,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
339,-48.3518201677333,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
340,-48.1272413467034,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
341,-47.3187575909958,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
342,-47.1840102983779,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
343,-46.6001053637002,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
344,-46.1509477216404,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
345,-45.9263689006105,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
346,-45.5670427869627,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
347,-45.5221270227567,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
348,-45.4772112585508,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
349,-45.4322954943448,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
350,-45.3873797301388,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
351,-45.3424639659328,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
352,-45.2975482017269,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
353,-45.2526324375209,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
354,-45.162800909109,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
355,-45.072969380697,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
356,-45.028053616491,-14.1709236069855,2017-08-29,2018-08-29,Cerrado
357,-47.9475782898795,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
358,-47.4085891194077,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
359,-47.3636733552018,-14.1260078427795,2017-08-29,2018-08-29,Cerrado
